Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Somali Republic,Schilling,SOS,760.2877,01/04/2026,30/04/2026
South Africa,Rand,ZAR,22.3066,01/04/2026,30/04/2026
South Korea,Won,KRW,1993.1348,01/04/2026,30/04/2026
Sri Lanka,Rupee,LKR,415.4710,01/04/2026,30/04/2026
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6173,01/04/2026,30/04/2026
St Lucia,E Caribbean Dollar,XCD,3.6173,01/04/2026,30/04/2026
St Vincent,E Caribbean Dollar,XCD,3.6173,01/04/2026,30/04/2026
Sudan Republic,Pound,SDG,801.9106,01/04/2026,30/04/2026
Surinam,Dollar,SRD,50.3642,01/04/2026,30/04/2026
Sweden,Krona,SEK,12.4292,01/04/2026,30/04/2026
Switzerland,Franc,CHF,1.0497,01/04/2026,30/04/2026
Taiwan,Dollar,TWD,42.6388,01/04/2026,30/04/2026
Tanzania,Schilling,TZS,3482.5570,01/04/2026,30/04/2026
Thailand,Baht,THB,43.4135,01/04/2026,30/04/2026
Togo Republic,CFA Franc,XOF,758.9442,01/04/2026,30/04/2026
Tonga Islands,Pa'anga (AUS),TOP,3.2177,01/04/2026,30/04/2026
Trinidad/Tobago,Dollar,TTD,9.0486,01/04/2026,30/04/2026
Tunisia,Dinar,TND,3.9146,01/04/2026,30/04/2026
Turkey,Turkish  Lira,TRY,59.0760,01/04/2026,30/04/2026
Turkmenistan,New Manat,TMT,4.6739,01/04/2026,30/04/2026
UAE,Dirham,AED,4.9067,01/04/2026,30/04/2026
USA,Dollar,USD,1.3361,01/04/2026,30/04/2026
Uganda,Schilling,UGX,5026.0883,01/04/2026,30/04/2026
Ukraine,Hryvnia,UAH,58.7385,01/04/2026,30/04/2026
Uruguay,Peso,UYU,54.1589,01/04/2026,30/04/2026
Uzbekistan,Sum,UZS,16181.8573,01/04/2026,30/04/2026
Vanuatu,Vatu,VUV,159.7604,01/04/2026,30/04/2026
Venezuela,Venezuelan Bolivar,VES,599.7955,01/04/2026,30/04/2026
Vietnam,Dong,VND,35144.7848,01/04/2026,30/04/2026
Wallis & Futuna Islands,CFP Franc,XPF,138.0672,01/04/2026,30/04/2026
Western Samoa,Tala,WST,3.6524,01/04/2026,30/04/2026
Yemen (Rep of),Rial,YER,318.7939,01/04/2026,30/04/2026
Zambia,Kwacha,ZMW,26.1973,01/04/2026,30/04/2026
Zimbabwe,Zimbabwe Gold,ZWG,33.9189,01/04/2026,30/04/2026
