Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Denmark,Krone,DKK,8.8286,01/02/2025,28/02/2025
Djibouti,Franc,DJF,219.7691,01/02/2025,28/02/2025
Dominica,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
Dominican Republic,Peso,DOP,75.5922,01/02/2025,28/02/2025
Dubai,Dirham,AED,4.5379,01/02/2025,28/02/2025
Egypt,Pound,EGP,62.1786,01/02/2025,28/02/2025
El Salvador,Colon,SVC,10.8120,01/02/2025,28/02/2025
Equatorial Guinea,CFA Franc,XAF,776.1404,01/02/2025,28/02/2025
Eritrea,Nakfa,ERN,18.5348,01/02/2025,28/02/2025
Ethiopia,Birr,ETB,155.6893,01/02/2025,28/02/2025
Eurozone,Euro,EUR,1.1832,01/02/2025,28/02/2025
Fiji Islands,Dollar,FJD,2.8560,01/02/2025,28/02/2025
Fr. Polynesia,CFP Franc,XPF,141.1955,01/02/2025,28/02/2025
Gabon,CFA Franc,XAF,776.1404,01/02/2025,28/02/2025
Gambia,Dalasi,GMD,89.3111,01/02/2025,28/02/2025
Georgia,Lari,GEL,3.5363,01/02/2025,28/02/2025
Ghana,Cedi,GHS,18.5861,01/02/2025,28/02/2025
Grenada,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
Guatemala,Quetzal,GTQ,9.5448,01/02/2025,28/02/2025
Guinea Bissau,CFA Franc,XOF,776.1404,01/02/2025,28/02/2025
Guinea Republic,Franc,GNF,10674.9657,01/02/2025,28/02/2025
Guyana,Dollar,GYD,257.9371,01/02/2025,28/02/2025
Haiti,Gourde,HTG,161.2690,01/02/2025,28/02/2025
Honduras,Lempira,HNL,31.4142,01/02/2025,28/02/2025
Hong Kong,Dollar,HKD,9.6231,01/02/2025,28/02/2025
Hungary,Forint,HUF,486.1380,01/02/2025,28/02/2025
Iceland,Krona,ISK,173.3485,01/02/2025,28/02/2025
India,Rupee,INR,106.7843,01/02/2025,28/02/2025
Indonesia,Rupiah,IDR,20027.9883,01/02/2025,28/02/2025
Iraq,Dinar,IQD,1612.2474,01/02/2025,28/02/2025
Israel,Shekel,ILS,4.3818,01/02/2025,28/02/2025
Jamaica,Dollar,JMD,194.8448,01/02/2025,28/02/2025
Japan,Yen,JPY,192.6188,01/02/2025,28/02/2025
Jordan,Dinar,JOD,0.8761,01/02/2025,28/02/2025
Kazakhstan,Tenge,KZT,644.0917,01/02/2025,28/02/2025
Kenya,Schilling,KES,159.7427,01/02/2025,28/02/2025
Kuwait,Dinar,KWD,0.3809,01/02/2025,28/02/2025
Kyrgyz Republic,Som,KGS,108.0580,01/02/2025,28/02/2025
Lao People's Dem Rep,Kip,LAK,26892.9078,01/02/2025,28/02/2025
Lebanon,Pound,LBP,110837.2952,01/02/2025,28/02/2025
Lesotho,Loti,LSL,22.8235,01/02/2025,28/02/2025
Liberia,Dollar,LRD,241.1890,01/02/2025,28/02/2025
Libya,Dinar,LYD,6.1040,01/02/2025,28/02/2025
Macao,Pataca,MOP,9.9118,01/02/2025,28/02/2025
Macedonia,Denar,MKD,72.7629,01/02/2025,28/02/2025
Madagascar,Malagasy Ariary,MGA,5777.5099,01/02/2025,28/02/2025
Malawi,Kwacha,MWK,2136.1936,01/02/2025,28/02/2025
Malaysia,Ringgit,MYR,5.4825,01/02/2025,28/02/2025
Maldive Islands,Rufiyaa,MVR,19.0845,01/02/2025,28/02/2025
Mali Republic,CFA Franc,XOF,776.1404,01/02/2025,28/02/2025
Mauritania,Ouguiya,MRU,49.0109,01/02/2025,28/02/2025
Mauritius,Rupee,MUR,57.4199,01/02/2025,28/02/2025
Mexico,Mexican Peso,MXN,25.4117,01/02/2025,28/02/2025
Moldova,Leu,MDL,23.1797,01/02/2025,28/02/2025
Mongolia,Tugrik,MNT,4246.8346,01/02/2025,28/02/2025
Montserrat,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
Morocco,Dirham,MAD,12.3339,01/02/2025,28/02/2025
Mozambique,Metical,MZN,78.9484,01/02/2025,28/02/2025
Myanmar,Kyat,MMK,2593.4498,01/02/2025,28/02/2025
Nepal,Rupee,NPR,170.9350,01/02/2025,28/02/2025
New Caledonia,CFP Franc,XPF,141.1955,01/02/2025,28/02/2025
New Zealand,Dollar,NZD,2.1771,01/02/2025,28/02/2025
Nicaragua,Gold Cordoba,NIO,45.4055,01/02/2025,28/02/2025
Niger Republic,CFA Franc,XOF,776.1404,01/02/2025,28/02/2025
Nigeria,Naira,NGN,1919.1053,01/02/2025,28/02/2025
Norway,Norwegian Krone,NOK,13.9064,01/02/2025,28/02/2025
Oman,Rial,OMR,0.4756,01/02/2025,28/02/2025
Pakistan,Rupee,PKR,343.7668,01/02/2025,28/02/2025
Panama,Balboa,PAB,1.2357,01/02/2025,28/02/2025
Papua New Guinea,Kina,PGK,5.0273,01/02/2025,28/02/2025
Paraguay,Guarani,PYG,9730.0462,01/02/2025,28/02/2025
Peru,New Sol,PEN,4.5979,01/02/2025,28/02/2025
Philippines,Peso,PHP,72.1270,01/02/2025,28/02/2025
Poland,Zloty,PLN,5.0103,01/02/2025,28/02/2025
Qatar,Riyal,QAR,4.4978,01/02/2025,28/02/2025
Romania,New Leu,RON,5.8888,01/02/2025,28/02/2025
Russia,Rouble,RUB,122.0757,01/02/2025,28/02/2025
Rwanda,Franc,RWF,1725.3237,01/02/2025,28/02/2025
Saudi Arabia,Riyal,SAR,4.6337,01/02/2025,28/02/2025
Senegal,CFA Franc,XOF,776.1404,01/02/2025,28/02/2025
Serbia,Dinar,RSD,138.5900,01/02/2025,28/02/2025
Seychelles,Rupee,SCR,18.0570,01/02/2025,28/02/2025
Sierra Leone,Leone,SLE,28.1099,01/02/2025,28/02/2025
Singapore,Dollar,SGD,1.6717,01/02/2025,28/02/2025
Soloman Islands,Dollar,SBD,10.4934,01/02/2025,28/02/2025
Somali Republic,Schilling,SOS,703.9568,01/02/2025,28/02/2025
South Africa,Rand,ZAR,22.8235,01/02/2025,28/02/2025
South Korea,Won,KRW,1770.7726,01/02/2025,28/02/2025
Sri Lanka,Rupee,LKR,367.6559,01/02/2025,28/02/2025
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
St Lucia,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
St Vincent,E Caribbean Dollar,XCD,3.3442,01/02/2025,28/02/2025
Sudan Republic,Pound,SDG,742.5802,01/02/2025,28/02/2025
Surinam,Dollar,SRD,43.5520,01/02/2025,28/02/2025
Swaziland,Lilangeni,SZL,22.8235,01/02/2025,28/02/2025
Sweden,Krona,SEK,13.5600,01/02/2025,28/02/2025
Switzerland,Franc,CHF,1.1179,01/02/2025,28/02/2025
Taiwan,Dollar,TWD,40.4326,01/02/2025,28/02/2025
Tanzania,Schilling,TZS,3125.9240,01/02/2025,28/02/2025
Thailand,Baht,THB,41.7704,01/02/2025,28/02/2025
Togo Republic,CFA Franc,XOF,776.1404,01/02/2025,28/02/2025
Tonga Islands,Pa'anga (AUS),TOP,3.0052,01/02/2025,28/02/2025
Trinidad/Tobago,Dollar,TTD,8.3908,01/02/2025,28/02/2025
Tunisia,Dinar,TND,3.9311,01/02/2025,28/02/2025
Turkey,Turkish  Lira,TRY,44.0442,01/02/2025,28/02/2025
Turkmenistan,New Manat,TMT,4.3345,01/02/2025,28/02/2025
UAE,Dirham,AED,4.5379,01/02/2025,28/02/2025
USA,Dollar,USD,1.2357,01/02/2025,28/02/2025
Uganda,Schilling,UGX,4547.2758,01/02/2025,28/02/2025
Ukraine,Hryvnia,UAH,51.9508,01/02/2025,28/02/2025
Uruguay,Peso,UYU,54.0395,01/02/2025,28/02/2025
Uzbekistan,Sum,UZS,15989.3925,01/02/2025,28/02/2025
Vanuatu,Vatu,VUV,151.2219,01/02/2025,28/02/2025
Venezuela,Venezuelan Bolívar,VED,68.2462,01/02/2025,28/02/2025
Vietnam,Dong,VND,30995.4203,01/02/2025,28/02/2025
Wallis & Futuna Islands,CFP Franc,XPF,141.1955,01/02/2025,28/02/2025
Western Samoa,Tala,WST,3.5064,01/02/2025,28/02/2025
Yemen (Rep of),Rial,YER,307.7458,01/02/2025,28/02/2025
Zambia,Kwacha,ZMW,34.3737,01/02/2025,28/02/2025
Zimbabwe,Zimbabwe Gold,ZWG,32.4010,01/02/2025,28/02/2025
