Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Haiti,Gourde,HTG,177.6177,01/08/2025,31/08/2025
Honduras,Lempira,HNL,35.4584,01/08/2025,31/08/2025
Hong Kong,Dollar,HKD,10.6295,01/08/2025,31/08/2025
Hungary,Forint,HUF,460.7461,01/08/2025,31/08/2025
Iceland,Krona,ISK,164.2019,01/08/2025,31/08/2025
India,Rupee,INR,117.0133,01/08/2025,31/08/2025
Indonesia,Rupiah,IDR,22062.5141,01/08/2025,31/08/2025
Iraq,Dinar,IQD,1770.6814,01/08/2025,31/08/2025
Israel,Shekel,ILS,4.5128,01/08/2025,31/08/2025
Jamaica,Dollar,JMD,216.8967,01/08/2025,31/08/2025
Japan,Yen,JPY,197.9633,01/08/2025,31/08/2025
Jordan,Dinar,JOD,0.9600,01/08/2025,31/08/2025
Kazakhstan,Tenge,KZT,729.4464,01/08/2025,31/08/2025
Kenya,Schilling,KES,174.9297,01/08/2025,31/08/2025
Kuwait,Dinar,KWD,0.4132,01/08/2025,31/08/2025
Kyrgyz Republic,Som,KGS,118.4469,01/08/2025,31/08/2025
Lao People's Dem Rep,Kip,LAK,29247.1598,01/08/2025,31/08/2025
Lebanon,Pound,LBP,121463.1841,01/08/2025,31/08/2025
Lesotho,Loti,LSL,23.7688,01/08/2025,31/08/2025
Liberia,Dollar,LRD,271.4338,01/08/2025,31/08/2025
Libya,Dinar,LYD,7.3320,01/08/2025,31/08/2025
Macao,Pataca,MOP,10.9484,01/08/2025,31/08/2025
Macedonia,Denar,MKD,71.2078,01/08/2025,31/08/2025
Madagascar,Malagasy Ariary,MGA,5982.5034,01/08/2025,31/08/2025
Malawi,Kwacha,MWK,2347.5940,01/08/2025,31/08/2025
Malaysia,Ringgit,MYR,5.7246,01/08/2025,31/08/2025
Maldive Islands,Rufiyaa,MVR,20.9118,01/08/2025,31/08/2025
Mali Republic,CFA Franc,XOF,757.4281,01/08/2025,31/08/2025
Mauritania,Ouguiya,MRU,53.8916,01/08/2025,31/08/2025
Mauritius,Rupee,MUR,61.3930,01/08/2025,31/08/2025
Mexico,Mexican Peso,MXN,25.2617,01/08/2025,31/08/2025
Moldova,Leu,MDL,22.9296,01/08/2025,31/08/2025
Mongolia,Tugrik,MNT,4859.2103,01/08/2025,31/08/2025
Montserrat,E Caribbean Dollar,XCD,3.6648,01/08/2025,31/08/2025
Morocco,Dirham,MAD,12.1789,01/08/2025,31/08/2025
Mozambique,Metical,MZN,86.5073,01/08/2025,31/08/2025
Myanmar,Kyat,MMK,2842.2635,01/08/2025,31/08/2025
Nepal,Rupee,NPR,187.3090,01/08/2025,31/08/2025
New Caledonia,CFP Franc,XPF,137.7914,01/08/2025,31/08/2025
New Zealand,Dollar,NZD,2.2401,01/08/2025,31/08/2025
Nicaragua,Gold Cordoba,NIO,49.8187,01/08/2025,31/08/2025
Niger Republic,CFA Franc,XOF,757.4281,01/08/2025,31/08/2025
Nigeria,Naira,NGN,2070.1012,01/08/2025,31/08/2025
Norway,Norwegian Krone,NOK,13.6667,01/08/2025,31/08/2025
Oman,Rial,OMR,0.5210,01/08/2025,31/08/2025
Pakistan,Rupee,PKR,385.6710,01/08/2025,31/08/2025
Panama,Balboa,PAB,1.3541,01/08/2025,31/08/2025
Papua New Guinea,Kina,PGK,5.6883,01/08/2025,31/08/2025
Paraguay,Guarani,PYG,10491.8296,01/08/2025,31/08/2025
Peru,New Sol,PEN,4.8181,01/08/2025,31/08/2025
Philippines,Peso,PHP,76.8810,01/08/2025,31/08/2025
Poland,Zloty,PLN,4.9144,01/08/2025,31/08/2025
Qatar,Riyal,QAR,4.9289,01/08/2025,31/08/2025
Romania,New Leu,RON,5.8546,01/08/2025,31/08/2025
Russia,Rouble,RUB,106.3218,01/08/2025,31/08/2025
Rwanda,Franc,RWF,1954.6758,01/08/2025,31/08/2025
Saudi Arabia,Riyal,SAR,5.0778,01/08/2025,31/08/2025
Senegal,CFA Franc,XOF,757.4281,01/08/2025,31/08/2025
Serbia,Dinar,RSD,135.2929,01/08/2025,31/08/2025
Seychelles,Rupee,SCR,19.6572,01/08/2025,31/08/2025
Sierra Leone,Leone,SLE,30.7782,01/08/2025,31/08/2025
Singapore,Dollar,SGD,1.7290,01/08/2025,31/08/2025
Soloman Islands,Dollar,SBD,11.5094,01/08/2025,31/08/2025
Somali Republic,Schilling,SOS,772.7522,01/08/2025,31/08/2025
South Africa,Rand,ZAR,23.7688,01/08/2025,31/08/2025
South Korea,Won,KRW,1862.2267,01/08/2025,31/08/2025
Sri Lanka,Rupee,LKR,408.4396,01/08/2025,31/08/2025
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6648,01/08/2025,31/08/2025
St Lucia,E Caribbean Dollar,XCD,3.6648,01/08/2025,31/08/2025
St Vincent,E Caribbean Dollar,XCD,3.6648,01/08/2025,31/08/2025
Sudan Republic,Pound,SDG,813.0938,01/08/2025,31/08/2025
Surinam,Dollar,SRD,49.7126,01/08/2025,31/08/2025
Swaziland,Lilangeni,SZL,23.7688,01/08/2025,31/08/2025
Sweden,Krona,SEK,12.8813,01/08/2025,31/08/2025
Switzerland,Franc,CHF,1.0742,01/08/2025,31/08/2025
Taiwan,Dollar,TWD,39.6365,01/08/2025,31/08/2025
Tanzania,Schilling,TZS,3503.6167,01/08/2025,31/08/2025
Thailand,Baht,THB,43.5404,01/08/2025,31/08/2025
Togo Republic,CFA Franc,XOF,757.4281,01/08/2025,31/08/2025
Tonga Islands,Pa'anga (AUS),TOP,3.2608,01/08/2025,31/08/2025
Trinidad/Tobago,Dollar,TTD,9.1957,01/08/2025,31/08/2025
Tunisia,Dinar,TND,3.8888,01/08/2025,31/08/2025
Turkey,Turkish  Lira,TRY,54.7698,01/08/2025,31/08/2025
Turkmenistan,New Manat,TMT,4.7494,01/08/2025,31/08/2025
UAE,Dirham,AED,4.9729,01/08/2025,31/08/2025
USA,Dollar,USD,1.3541,01/08/2025,31/08/2025
Uganda,Schilling,UGX,4860.7989,01/08/2025,31/08/2025
Ukraine,Hryvnia,UAH,56.6289,01/08/2025,31/08/2025
Uruguay,Peso,UYU,54.4343,01/08/2025,31/08/2025
Uzbekistan,Sum,UZS,17089.3294,01/08/2025,31/08/2025
Vanuatu,Vatu,VUV,162.5529,01/08/2025,31/08/2025
Venezuela,Venezuelan Bolivar,VED,162.2957,01/08/2025,31/08/2025
Vietnam,Dong,VND,35416.0286,01/08/2025,31/08/2025
Wallis & Futuna Islands,CFP Franc,XPF,137.7914,01/08/2025,31/08/2025
Western Samoa,Tala,WST,3.7221,01/08/2025,31/08/2025
Yemen (Rep of),Rial,YER,326.3220,01/08/2025,31/08/2025
Zambia,Kwacha,ZMW,31.5668,01/08/2025,31/08/2025
Zimbabwe,Zimbabwe Gold,ZWG,36.3598,01/08/2025,31/08/2025
