Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Sweden,Krona,SEK,12.8514,01/06/2025,30/06/2025
Switzerland,Franc,CHF,1.1073,01/06/2025,30/06/2025
Taiwan,Dollar,TWD,40.3628,01/06/2025,30/06/2025
Tanzania,Schilling,TZS,3621.4022,01/06/2025,30/06/2025
Thailand,Baht,THB,43.9770,01/06/2025,30/06/2025
Togo Republic,CFA Franc,XOF,777.0519,01/06/2025,30/06/2025
Tonga Islands,Pa'anga (AUS),TOP,3.2302,01/06/2025,30/06/2025
Trinidad/Tobago,Dollar,TTD,9.1115,01/06/2025,30/06/2025
Tunisia,Dinar,TND,4.0128,01/06/2025,30/06/2025
Turkey,Turkish  Lira,TRY,52.0825,01/06/2025,30/06/2025
Turkmenistan,New Manat,TMT,4.7048,01/06/2025,30/06/2025
UAE,Dirham,AED,4.9256,01/06/2025,30/06/2025
USA,Dollar,USD,1.3412,01/06/2025,30/06/2025
Uganda,Schilling,UGX,4899.2251,01/06/2025,30/06/2025
Ukraine,Hryvnia,UAH,55.5954,01/06/2025,30/06/2025
Uruguay,Peso,UYU,55.8553,01/06/2025,30/06/2025
Uzbekistan,Sum,UZS,17296.3826,01/06/2025,30/06/2025
Vanuatu,Vatu,VUV,162.6945,01/06/2025,30/06/2025
Venezuela,Venezuelan Bolivar,VED,127.0276,01/06/2025,30/06/2025
Vietnam,Dong,VND,34821.0566,01/06/2025,30/06/2025
Wallis & Futuna Islands,CFP Franc,XPF,141.3613,01/06/2025,30/06/2025
Western Samoa,Tala,WST,3.6130,01/06/2025,30/06/2025
Yemen (Rep of),Rial,YER,327.1806,01/06/2025,30/06/2025
Zambia,Kwacha,ZMW,36.5185,01/06/2025,30/06/2025
Zimbabwe,Zimbabwe Gold,ZWG,36.1049,01/06/2025,30/06/2025
