Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Hungary,Forint,HUF,417.5971,01/06/2026,30/06/2026
Iceland,Krona,ISK,165.6370,01/06/2026,30/06/2026
India,Rupee,INR,129.7582,01/06/2026,30/06/2026
Indonesia,Rupiah,IDR,23701.7533,01/06/2026,30/06/2026
Iraq,Dinar,IQD,1755.8017,01/06/2026,30/06/2026
Israel,Shekel,ILS,3.9171,01/06/2026,30/06/2026
Jamaica,Dollar,JMD,212.0409,01/06/2026,30/06/2026
Japan,Yen,JPY,213.0943,01/06/2026,30/06/2026
Jordan,Dinar,JOD,0.9500,01/06/2026,30/06/2026
Kazakhstan,Tenge,KZT,633.0363,01/06/2026,30/06/2026
Kenya,Schilling,KES,173.5338,01/06/2026,30/06/2026
Kuwait,Dinar,KWD,0.4144,01/06/2026,30/06/2026
Kyrgyz Republic,Som,KGS,117.2027,01/06/2026,30/06/2026
Lao People's Dem Rep,Kip,LAK,29386.3161,01/06/2026,30/06/2026
Lebanon,Pound,LBP,120288.3536,01/06/2026,30/06/2026
Lesotho,Loti,LSL,22.2464,01/06/2026,30/06/2026
Liberia,Dollar,LRD,245.2634,01/06/2026,30/06/2026
Libya,Dinar,LYD,8.5295,01/06/2026,30/06/2026
Macao,Pataca,MOP,10.8100,01/06/2026,30/06/2026
Macedonia,Denar,MKD,71.2095,01/06/2026,30/06/2026
Madagascar,Malagasy Ariary,MGA,5628.5651,01/06/2026,30/06/2026
Malawi,Kwacha,MWK,2324.1666,01/06/2026,30/06/2026
Malaysia,Ringgit,MYR,5.3197,01/06/2026,30/06/2026
Maldive Islands,Rufiyaa,MVR,20.6852,01/06/2026,30/06/2026
Mali Republic,CFA Franc,XOF,757.6197,01/06/2026,30/06/2026
Mauritania,Ouguiya,MRU,53.4399,01/06/2026,30/06/2026
Mauritius,Rupee,MUR,63.5078,01/06/2026,30/06/2026
Mexico,Mexican Peso,MXN,23.2834,01/06/2026,30/06/2026
Moldova,Leu,MDL,23.2928,01/06/2026,30/06/2026
Mongolia,Tugrik,MNT,4794.0933,01/06/2026,30/06/2026
Montserrat,E Caribbean Dollar,XCD,3.6270,01/06/2026,30/06/2026
Morocco,Dirham,MAD,12.3861,01/06/2026,30/06/2026
Mozambique,Metical,MZN,85.5733,01/06/2026,30/06/2026
Myanmar,Kyat,MMK,2813.1155,01/06/2026,30/06/2026
Nepal,Rupee,NPR,207.7104,01/06/2026,30/06/2026
New Caledonia,CFP Franc,XPF,137.8262,01/06/2026,30/06/2026
New Zealand,Dollar,NZD,2.2918,01/06/2026,30/06/2026
Nicaragua,Gold Cordoba,NIO,49.3128,01/06/2026,30/06/2026
Niger Republic,CFA Franc,XOF,757.6197,01/06/2026,30/06/2026
Nigeria,Naira,NGN,1839.6681,01/06/2026,30/06/2026
Norway,Norwegian Krone,NOK,12.4293,01/06/2026,30/06/2026
Oman,Rial,OMR,0.5153,01/06/2026,30/06/2026
Pakistan,Rupee,PKR,373.3508,01/06/2026,30/06/2026
Panama,Balboa,PAB,1.3399,01/06/2026,30/06/2026
Papua New Guinea,Kina,PGK,5.8434,01/06/2026,30/06/2026
Paraguay,Guarani,PYG,8253.2246,01/06/2026,30/06/2026
Peru,New Sol,PEN,4.5880,01/06/2026,30/06/2026
Philippines,Peso,PHP,82.6720,01/06/2026,30/06/2026
Poland,Zloty,PLN,4.9143,01/06/2026,30/06/2026
Qatar,Riyal,QAR,4.8772,01/06/2026,30/06/2026
Romania,New Leu,RON,6.0450,01/06/2026,30/06/2026
Russia,Rouble,RUB,95.7915,01/06/2026,30/06/2026
Rwanda,Franc,RWF,1961.3136,01/06/2026,30/06/2026
Saudi Arabia,Riyal,SAR,5.0246,01/06/2026,30/06/2026
Senegal,CFA Franc,XOF,757.6197,01/06/2026,30/06/2026
Serbia,Dinar,RSD,135.6106,01/06/2026,30/06/2026
Seychelles,Rupee,SCR,19.6325,01/06/2026,30/06/2026
Sierra Leone,Leone,SLE,30.6434,01/06/2026,30/06/2026
Singapore,Dollar,SGD,1.7157,01/06/2026,30/06/2026
Soloman Islands,Dollar,SBD,10.7657,01/06/2026,30/06/2026
Somali Republic,Schilling,SOS,765.2566,01/06/2026,30/06/2026
South Africa,Rand,ZAR,22.2464,01/06/2026,30/06/2026
South Korea,Won,KRW,2018.2141,01/06/2026,30/06/2026
Sri Lanka,Rupee,LKR,451.4740,01/06/2026,30/06/2026
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6270,01/06/2026,30/06/2026
St Lucia,E Caribbean Dollar,XCD,3.6270,01/06/2026,30/06/2026
St Vincent,E Caribbean Dollar,XCD,3.6270,01/06/2026,30/06/2026
Sudan Republic,Pound,SDG,804.1894,01/06/2026,30/06/2026
Surinam,Dollar,SRD,49.8771,01/06/2026,30/06/2026
Sweden,Krona,SEK,12.5732,01/06/2026,30/06/2026
Switzerland,Franc,CHF,1.0587,01/06/2026,30/06/2026
Taiwan,Dollar,TWD,42.3831,01/06/2026,30/06/2026
Tanzania,Schilling,TZS,3494.6025,01/06/2026,30/06/2026
Thailand,Baht,THB,43.7999,01/06/2026,30/06/2026
Togo Republic,CFA Franc,XOF,757.6197,01/06/2026,30/06/2026
Tonga Islands,Pa'anga (AUS),TOP,3.2271,01/06/2026,30/06/2026
Trinidad/Tobago,Dollar,TTD,9.0859,01/06/2026,30/06/2026
Tunisia,Dinar,TND,3.9034,01/06/2026,30/06/2026
Turkey,Turkish  Lira,TRY,61.0885,01/06/2026,30/06/2026
Turkmenistan,New Manat,TMT,4.6854,01/06/2026,30/06/2026
UAE,Dirham,AED,4.9207,01/06/2026,30/06/2026
USA,Dollar,USD,1.3399,01/06/2026,30/06/2026
Uganda,Schilling,UGX,5060.1453,01/06/2026,30/06/2026
Ukraine,Hryvnia,UAH,59.3177,01/06/2026,30/06/2026
Uruguay,Peso,UYU,54.0355,01/06/2026,30/06/2026
Uzbekistan,Sum,UZS,16212.3051,01/06/2026,30/06/2026
Vanuatu,Vatu,VUV,159.2752,01/06/2026,30/06/2026
Venezuela,Venezuelan Bolivar,VES,694.8667,01/06/2026,30/06/2026
Vietnam,Dong,VND,35316.5267,01/06/2026,30/06/2026
Wallis & Futuna Islands,CFP Franc,XPF,137.8262,01/06/2026,30/06/2026
Western Samoa,Tala,WST,3.6390,01/06/2026,30/06/2026
Yemen (Rep of),Rial,YER,319.7515,01/06/2026,30/06/2026
Zambia,Kwacha,ZMW,25.3664,01/06/2026,30/06/2026
Zimbabwe,Zimbabwe Gold,ZWG,35.2702,01/06/2026,30/06/2026
